hs_code,hs6,hs4,hs2,product_name
0101211000,010121,0101,01,농가 사육용
0101219000,010121,0101,01,기타
0101291000,010129,0101,01,경주말
0101299000,010129,0101,01,기타
0101309000,010130,0101,01,기타
0101900000,010190,0101,01,기타
0102211000,010221,0102,01,젖소
0102212000,010221,0102,01,육우(肉牛)
0102399000,010239,0102,01,기타
0103100000,010310,0103,01,번식용
0103910000,010391,0103,01,중량이 50킬로그램 미만인 것
0103920000,010392,0103,01,중량이 50킬로그램 이상인 것
0104109000,010410,0104,01,기타
0104209000,010420,0104,01,기타
0105111000,010511,0105,01,번식용
0105119000,010511,0105,01,기타
0105131000,010513,0105,01,번식용
0105139000,010513,0105,01,기타
0105999000,010599,0105,01,기타
0106110000,010611,0106,01,영장류
0106122000,010612,0106,01,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)"
0106130000,010613,0106,01,낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과]
0106149000,010614,0106,01,기타
0106191000,010619,0106,01,개
0106194000,010619,0106,01,곰
0106196090,010619,0106,01,기타
0106199000,010619,0106,01,기타
0106201000,010620,0106,01,뱀
0106202000,010620,0106,01,자라
0106203000,010620,0106,01,거북
0106209000,010620,0106,01,기타
0106310000,010631,0106,01,맹금류
0106320000,010632,0106,01,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다]
0106390000,010639,0106,01,기타
0106419000,010641,0106,01,기타
0106490000,010649,0106,01,기타
0106901000,010690,0106,01,양서류
0106903010,010690,0106,01,갯지렁이
0106903020,010690,0106,01,실지렁이
0106903090,010690,0106,01,기타
0106909000,010690,0106,01,기타
0201201000,020120,0201,02,갈비
0201209000,020120,0201,02,기타
0201300000,020130,0201,02,뼈 없는 것
0202100000,020210,0202,02,도체(屠體)와 이분도체(二分屠體)
0202201000,020220,0202,02,갈비
0202209000,020220,0202,02,기타
0202300000,020230,0202,02,뼈 없는 것
0203120000,020312,0203,02,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다)
0203191000,020319,0203,02,삼겹살
0203199000,020319,0203,02,기타
0203210000,020321,0203,02,도체(屠體)와 이분도체(二分屠體)
0203220000,020322,0203,02,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다)
0203291000,020329,0203,02,삼겹살
0203299000,020329,0203,02,기타
0204100000,020410,0204,02,어린 면양의 도체(屠體)와 이분도체(二分屠體)(신선한 것이나 냉장한 것으로 한정한다)
0204210000,020421,0204,02,도체(屠體)와 이분도체(二分屠體)
0204220000,020422,0204,02,그 밖의 것으로서 뼈째로 절단한 것
0204230000,020423,0204,02,뼈 없는 것
0204300000,020430,0204,02,어린 면양의 도체(屠體)와 이분도체(二分屠體)(냉동한 것으로 한정한다)
0204410000,020441,0204,02,도체(屠體)와 이분도체(二分屠體)
0204420000,020442,0204,02,그 밖의 것으로서 뼈째로 절단한 것
0204430000,020443,0204,02,뼈 없는 것
0204500000,020450,0204,02,염소의 고기
0204502000,020450,0204,02,냉동한 것
0206100000,020610,0206,02,소의 것(신선한 것이나 냉장한 것으로 한정한다)
0206210000,020621,0206,02,혀
0206220000,020622,0206,02,간
0206291000,020629,0206,02,꼬리
0206292000,020629,0206,02,족
0206299000,020629,0206,02,기타
0206300000,020630,0206,02,돼지의 것(신선한 것이나 냉장한 것으로 한정한다)
0206491000,020649,0206,02,족
0206499000,020649,0206,02,기타
0206800000,020680,0206,02,기타(신선한 것이나 냉장한 것으로 한정한다)
0206900000,020690,0206,02,기타(냉동한 것으로 한정한다)
0207120000,020712,0207,02,절단하지 않은 육(냉동한 것으로 한정한다)
0207129000,020712,0207,02,기타
0207131000,020713,0207,02,절단육
0207131090,020713,0207,02,기타
0207132090,020713,0207,02,기타
0207141010,020714,0207,02,다리
0207141020,020714,0207,02,가슴
0207141030,020714,0207,02,날개
0207141090,020714,0207,02,기타
0207142010,020714,0207,02,간
0207142090,020714,0207,02,기타
0207250000,020725,0207,02,절단하지 않은 육(냉동한 것으로 한정한다)
0207271000,020727,0207,02,절단육
0207272090,020727,0207,02,기타
0207420000,020742,0207,02,절단하지 않은 육(냉동한 것으로 한정한다)
0207451000,020745,0207,02,절단육
0207452010,020745,0207,02,간
0207452090,020745,0207,02,기타
0208402000,020840,0208,02,물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것
0208500000,020850,0208,02,파충류의 것(뱀과 거북을 포함한다)
0208909010,020890,0208,02,해양동물의 것
0208909090,020890,0208,02,기타
0209100000,020910,0209,02,돼지의 것
0209900000,020990,0209,02,기타
0210110000,021011,0210,02,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다)
0210120000,021012,0210,02,복부살(삼겹살)과 이를 절단한 것
0210190000,021019,0210,02,기타
0210201000,021020,0210,02,건조하거나 훈제한 것
0210209000,021020,0210,02,기타
0210930000,021093,0210,02,파충류의 것(뱀과 거북을 포함한다)
0210991010,021099,0210,02,소의 것
0210991030,021099,0210,02,가금(家禽)류의 것
0210991090,021099,0210,02,기타
0210999010,021099,0210,02,면양과 산양의 것
0210999020,021099,0210,02,가금(家禽)류의 것
0210999090,021099,0210,02,기타
0301111000,030111,0301,03,비단잉어
0301119000,030111,0301,03,기타
0301190000,030119,0301,03,기타
0301910000,030191,0301,03,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
0301921000,030192,0301,03,실뱀장어(한 마리당 0.3그램 이하인 것으로서 양식용으로 한정한다)
0301922000,030192,0301,03,새끼뱀장어(한 마리당 0.3그램 초과 50그램 이하인 것으로서 양식용으로 한정한다)
0301929090,030192,0301,03,기타
0301930000,030193,0301,03,잉어[사이프리너스(Cyprinus)종ㆍ카라시우스(Carassius)종ㆍ 크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)종ㆍ시리누스(Cirrhinus)종ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)종ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)종]
0301931000,030193,0301,03,붕어[카라시우스(Carassius)속]
0301939000,030193,0301,03,기타
0301942000,030194,0301,03,태평양 참다랑어[터너스 오리엔탈리스(Thunnus orientalis)]
0301992000,030199,0301,03,방어
0301994090,030199,0301,03,기타
0301994091,030199,0301,03,참돔[파그루스 마조르(Pagrus major)] 
0301994099,030199,0301,03,기타
0301995000,030199,0301,03,붕장어
0301996000,030199,0301,03,갯장어
0301997000,030199,0301,03,먹장어
0301998000,030199,0301,03,넙치류[플루로넥티대(Pleuronectidae)과ㆍ바디대(Bothidae)과ㆍ사이노글로시대(Cynoglossidae)과ㆍ솔레이대(Soleidae)과ㆍ스코프탈미대(Scophthalmidae)과ㆍ시타리대(Citharidae)과]
0301999010,030199,0301,03,능성어
0301999020,030199,0301,03,복어
0301999040,030199,0301,03,볼락(적어를 포함한다)
0301999051,030199,0301,03,치어(稚魚)(양식용으로 한정한다)
0301999059,030199,0301,03,기타
0301999060,030199,0301,03,숭어
0301999070,030199,0301,03,미꾸라지
0301999080,030199,0301,03,메기
0301999091,030199,0301,03,노래미[헥사그라모스(Hexagrammos)속ㆍ아그라무스(Agrammus)속]
0301999092,030199,0301,03,붕어[카라시우스(Carassius)속은 제외한다]
0301999093,030199,0301,03,연어
0301999095,030199,0301,03,민어(Argyrosomus japonicus와 Sciaenops ocellatus은 제외한다)
0301999099,030199,0301,03,기타
0302111000,030211,0302,03,살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)
0302130000,030213,0302,03,태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)]
0302140000,030214,0302,03,대서양 연어[살모 살라(Salmo salar)]와 다뉴브 연어[후코 후코(Hucho hucho)]
0302190000,030219,0302,03,기타
0302210000,030221,0302,03,넙치[레인하드티우스 히포글러소이데스(Reinhardtius hippoglossoides)ㆍ히포글러서스 히포글러서스(Hippoglossus hippoglossus)ㆍ히포글러서스 스테노레피스(Hippoglossus stenolepis)]
0302220000,030222,0302,03,가자미[플루로넥테스 플라테사(Pleuronectes platessa)]
0302230000,030223,0302,03,서대[솔레아(Solea)속]
0302240000,030224,0302,03,터벗(turbots)[프세타 맥시마(Psetta maxima)]
0302290000,030229,0302,03,기타
0302320000,030232,0302,03,황다랑어[터너스 알바카레스(Thunnus albacares)]
0302330000,030233,0302,03,가다랑어(줄무늬 버니토)[카추워누스 펠라미스(Katsuwonus pelamis)]
0302340000,030234,0302,03,눈다랑어[터너스 오베서스(Thunnus obesus)]
0302351000,030235,0302,03,대서양 참다랑어[터너스 티너스 (Thunnus thynnus)]
0302352000,030235,0302,03,태평양 참다랑어[터너스 오리엔탈리스(Thunnus orientalis)]
0302360000,030236,0302,03,남방 참다랑어[터너스 맥코이(Thunnus maccoyii)]
0302390000,030239,0302,03,기타
0302410000,030241,0302,03,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)]
0302420000,030242,0302,03,멸치[엔그라울리스(Engraulis)속]
0302430000,030243,0302,03,"정어리[사르디나 필차르두스(Sardina pilchardus)ㆍ사르디노프스(Sardinops)속], 사르디넬라[사르디넬라(Sardinella)속], 브리스링(brisling)이나 스프랫(sprats)[스프라투스 스프라투스(Sprattus sprattus)]"
0302440000,030244,0302,03,고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)]
0302450000,030245,0302,03,전갱이[트라커러스(Trachurus)속]
0302491000,030249,0302,03,삼치[스콤버로모러스(Scomberomorus)속]
0302492000,030249,0302,03,병어[팜푸스(Pampus)속]
0302493000,030249,0302,03,꽁치[콜로라비스 사이라(Cololabis saira)]
0302499000,030249,0302,03,기타
0302510000,030251,0302,03,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)]
0302540000,030254,0302,03,민대구[메루키우스(Merluccius)속ㆍ유르피키스(Urophycis)속]
0302550000,030255,0302,03,명태[테라그라 찰코그라마(Theragra chalcogramma)]
0302590000,030259,0302,03,기타
0302720000,030272,0302,03,메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속]
0302730000,030273,0302,03,잉어[사이프리너스(Cyprinus)속ㆍ카라시우스(Carassius)속ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)속ㆍ시리누스(Cirrhinus)속ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)속ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)속]
0302740000,030274,0302,03,뱀장어[앙귈라(Anguilla)속]
0302790000,030279,0302,03,기타
0302820000,030282,0302,03,가오리와 홍어[라지대(Rajidae)과]
0302840000,030284,0302,03,농어[디센트라르쿠스(Dicentrarchus)속]
0302850000,030285,0302,03,돔[스파리대(Sparidae)과]
0302891000,030289,0302,03,방어
0302892000,030289,0302,03,갈치
0302893000,030289,0302,03,붕장어
0302894000,030289,0302,03,갯장어
0302895000,030289,0302,03,학꽁치(Hyporhampus sajori)
0302896000,030289,0302,03,돔[스파리대(Sparidae)과는 제외한다]
0302899020,030289,0302,03,복어
0302899040,030289,0302,03,아귀
0302899090,030289,0302,03,기타
0302911000,030291,0302,03,간
0302912000,030291,0302,03,어란(魚卵)ㆍ어백(魚白)
0302920000,030292,0302,03,상어 지느러미
0302990000,030299,0302,03,기타
0303110000,030311,0303,03,소크아이 연어[홍연어(red salmon)][옹코링쿠스 넬카(Oncorhynchus nerka)]
0303120000,030312,0303,03,그 밖의 태평양 연어[옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)]
0303130000,030313,0303,03,대서양 연어[살모 살라(Salmo salar)]와 다뉴브 연어[후코 후코(Hucho hucho)]
0303140000,030314,0303,03,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
0303190000,030319,0303,03,기타
0303230000,030323,0303,03,틸라피아[오레오크로미스(Oreochromis)속]
0303240000,030324,0303,03,메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속]
0303250000,030325,0303,03,잉어[사이프리너스(Cyprinus)속ㆍ카라시우스(Carassius)속ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)속ㆍ시리누스(Cirrhinus)속ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)속ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)속]
0303260000,030326,0303,03,뱀장어[앙귈라(Anguilla)속]
0303290000,030329,0303,03,기타
0303310000,030331,0303,03,넙치[레인하드티우스 히포글러소이데스(Reinhardtius hippoglossoides)ㆍ히포글러서스 히포글러서스(Hippoglossus hippoglossus)ㆍ히포글러서스 스테노레피스(Hippoglossus stenolepis)]
0303320000,030332,0303,03,가자미[플루로넥테스 플라테사(Pleuronectes platessa)]
0303330000,030333,0303,03,서대[솔레아(Solea)속]
0303340000,030334,0303,03,터벗(turbots)[프세타 맥시마(Psetta maxima)]
0303390000,030339,0303,03,기타
0303391000,030339,0303,03,가자미[플루로넥테스 플라테사(Pleuronectes platessa)를 제외한다]
0303399000,030339,0303,03,기타
0303410000,030341,0303,03,날개다랑어나 긴지느러미 다랑어[터너스 알라룽가(Thunnus alalunga)]
0303420000,030342,0303,03,황다랑어[터너스 알바카레스(Thunnus albacares)]
0303430000,030343,0303,03,가다랑어(줄무늬 버니토)[카추워누스 펠라미스(Katsuwonus pelamis)]
0303440000,030344,0303,03,눈다랑어[터너스 오베서스(Thunnus obesus)]
0303451000,030345,0303,03,대서양 참다랑어[터너스 티너스(Thunnus thynnus)]
0303452000,030345,0303,03,태평양 참다랑어[터너스 오리엔탈리스(Thunnus orientalis)]
0303460000,030346,0303,03,남방 참다랑어[터너스 맥코이(Thunnus maccoyii)]
0303490000,030349,0303,03,기타
0303510000,030351,0303,03,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)]
0303530000,030353,0303,03,"정어리[사르디나 필차르두스(Sardina pilchardus)ㆍ사르디노프스(Sardinops)속], 사르디넬라[사르디넬라(Sardinella)속], 브리스링(brisling)이나 스프랫(sprats)[스프라투스 스프라투스(Sprattus sprattus)]"
0303540000,030354,0303,03,고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)]
0303550000,030355,0303,03,전갱이[트라커러스(Trachurus)속]
0303560000,030356,0303,03,날쌔기[라키센트론 카나둠(Rachycentron canadum)]
0303570000,030357,0303,03,황새치[자이피어스 글래디어스(Xiphias gladius)]
0303591000,030359,0303,03,삼치[스콤버로모러스(Scomberomorus)속]
0303592000,030359,0303,03,꽁치[콜로라비스 사이라(Cololabis saira)]
0303599000,030359,0303,03,기타
0303630000,030363,0303,03,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)]
0303640000,030364,0303,03,해덕[멜라노그라무스 애그레피누스(Melanogrammus aeglefinus)]
0303650000,030365,0303,03,검정대구[폴라치우스 비렌스(Pollachius virens)]
0303660000,030366,0303,03,민대구[메루키우스(Merluccius)속ㆍ유르피키스(Urophycis)속]
0303670000,030367,0303,03,명태[테라그라 찰코그라마(Theragra chalcogramma)]
0303680000,030368,0303,03,블루 화이팅스(blue whitings)[마이크로메시스티우스 포우타소우(Micromesistius poutassou)ㆍ마이크로메시스티우스 오스트랄리스(Micromesistius australis)]
0303691000,030369,0303,03,새꼬리민태
0303699000,030369,0303,03,기타
0303810000,030381,0303,03,곱상어와 그 밖의 상어
0303821000,030382,0303,03,가오리
0303822000,030382,0303,03,홍어
0303830000,030383,0303,03,이빨고기[디소스티쿠스(Dissostichus)속]
0303840000,030384,0303,03,농어[디센트라르쿠스(Dicentrarchus)속]
0303891000,030389,0303,03,은대구
0303892000,030389,0303,03,갈치
0303893010,030389,0303,03,옥돔[브랜치오스테거스 자포니커스(Branchiostegus Japonicus)]
0303893020,030389,0303,03,옥두어[브랜치오스테거스 알부스(Branchiostegus albus)]
0303893090,030389,0303,03,기타
0303894000,030389,0303,03,붕장어
0303895000,030389,0303,03,조기
0303895010,030389,0303,03,참조기[라리미크티스 폴리악티스(Larimichthys polyactis)]
0303895020,030389,0303,03,부세[라리미크티스 크로세아(Larimichthys crocea)]
0303895090,030389,0303,03,기타
0303896000,030389,0303,03,학꽁치(Hyporhampus sajori)
0303898000,030389,0303,03,복어
0303899010,030389,0303,03,보리멸
0303899020,030389,0303,03,홍살치
0303899030,030389,0303,03,달고기
0303899040,030389,0303,03,임연수어
0303899050,030389,0303,03,볼낙(적어를 포함한다)
0303899060,030389,0303,03,아귀
0303899070,030389,0303,03,먹장어(대서양 또는 태평양)
0303899080,030389,0303,03,밀크피쉬
0303899091,030389,0303,03,민어
0303899092,030389,0303,03,까나리
0303899093,030389,0303,03,이빨고기[디소스티쿠스(Dissostichus)속은 제외한다]
0303899099,030389,0303,03,기타
0303911000,030391,0303,03,간
0303912010,030391,0303,03,명란
0303912090,030391,0303,03,기타
0303920000,030392,0303,03,상어 지느러미
0303990000,030399,0303,03,기타
0304310000,030431,0304,03,틸라피아[오레오크로미스(Oreochromis)속]
0304320000,030432,0304,03,메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속]
0304390000,030439,0304,03,기타
0304410000,030441,0304,03,"태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)], 대서양 연어[살모 살라(Salmo salar)], 다뉴브 연어[후코 후코(Hucho hucho)]"
0304420000,030442,0304,03,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
0304431000,030443,0304,03,가자미
0304439000,030443,0304,03,기타
0304450000,030445,0304,03,황새치[자이피어스 글래디어스(Xiphias gladius)]
0304480000,030448,0304,03,가오리와 홍어[라지대(Rajidae)과]
0304481000,030448,0304,03,가오리
0304482000,030448,0304,03,홍어
0304491000,030449,0304,03,붕장어
0304492000,030449,0304,03,참다랑어
0304499000,030449,0304,03,기타
0304511000,030451,0304,03,연육
0304519000,030451,0304,03,기타
0304520000,030452,0304,03,연어과
0304529000,030452,0304,03,기타
0304530000,030453,0304,03,브레그마세로티대(Bregmacerotidae)과ㆍ유클리티대(Euclichthyidae)과ㆍ가디대(Gadidae)과ㆍ마크로우리대(Macrouridae)과ㆍ멜라노니대(Melanonidae)과ㆍ메르루치대(Merlucciidae)과ㆍ모리대(Moridae)과ㆍ무라에놀레피디대(Muraenolepididae)과의 어류
0304540000,030454,0304,03,황새치[자이피어스 글래디어스(Xiphias gladius)]
0304572090,030457,0304,03,기타
0304579000,030457,0304,03,기타
0304591000,030459,0304,03,붕장어
0304592000,030459,0304,03,가자미
0304592090,030459,0304,03,기타
0304593090,030459,0304,03,기타
0304599010,030459,0304,03,연육
0304599090,030459,0304,03,기타
0304610000,030461,0304,03,틸라피아[오레오크로미스(Oreochromis)속]
0304620000,030462,0304,03,메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속]
0304690000,030469,0304,03,기타
0304710000,030471,0304,03,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)]
0304720000,030472,0304,03,해덕[멜라노그라무스 애그레피누스(Melanogrammus aeglefinus)]
0304740000,030474,0304,03,민대구[메루키우스(Merluccius)속ㆍ유르피키스(Urophycis)속]
0304750000,030475,0304,03,명태[테라그라 찰코그라마(Theragra chalcogramma)]
0304790000,030479,0304,03,기타
0304810000,030481,0304,03,"태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)], 대서양 연어[살모 살라(Salmo salar)], 다뉴브 연어[후코 후코(Hucho hucho)]"
0304820000,030482,0304,03,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
0304831000,030483,0304,03,가자미
0304839000,030483,0304,03,기타
0304840000,030484,0304,03,황새치[자이피어스 글래디어스(Xiphias gladius)]
0304850000,030485,0304,03,이빨고기[디소스티쿠스(Dissostichus)속]
0304860000,030486,0304,03,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)]
0304871000,030487,0304,03,참다랑어
0304879000,030487,0304,03,기타
0304881000,030488,0304,03,"곱상어, 그 밖의 상어"
0304882000,030488,0304,03,가오리
0304883000,030488,0304,03,홍어
0304889000,030488,0304,03,기타
0304891000,030489,0304,03,붕장어의 것
0304892000,030489,0304,03,이빨고기[디소스티쿠스(Dissostichus)속은 제외한다]의 것
0304893000,030489,0304,03,틸라피아[오레오크로미스(Oreochromis)속은 제외한다]의 것
0304894000,030489,0304,03,쥐치의 것
0304895000,030489,0304,03,고등어의 것
0304899000,030489,0304,03,기타
0304911000,030491,0304,03,냉동 연육
0304919000,030491,0304,03,기타
0304929000,030492,0304,03,기타
0304931000,030493,0304,03,냉동 연육
0304939000,030493,0304,03,기타
0304941000,030494,0304,03,냉동 연육
0304949000,030494,0304,03,기타
0304951000,030495,0304,03,냉동 연육
0304959000,030495,0304,03,기타
0304970000,030497,0304,03,가오리와 홍어[라지대(Rajidae)과]
0304972090,030497,0304,03,기타
0304991000,030499,0304,03,냉동 연육
0304999000,030499,0304,03,기타
0305100000,030510,0305,03,어류의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)
0305201000,030520,0305,03,간
0305202000,030520,0305,03,건조한 어란(魚卵)과 어백(魚白)
0305203000,030520,0305,03,훈제한 어란(魚卵)과 어백(魚白)
0305204010,030520,0305,03,명태의 것
0305204020,030520,0305,03,조기의 것
0305204030,030520,0305,03,청어의 것
0305204090,030520,0305,03,기타
0305311000,030531,0305,03,건조한 것
0305312000,030531,0305,03,염장이나 염수장한 것
0305321000,030532,0305,03,건조한 것
0305322000,030532,0305,03,염장이나 염수장한 것
0305391000,030539,0305,03,건조한 것
0305392000,030539,0305,03,염장이나 염수장한 것
0305410000,030541,0305,03,"태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)], 대서양 연어[살모 살라(Salmo salar)], 다뉴브 연어[후코 후코(Hucho hucho)]"
0305420000,030542,0305,03,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)]
0305430000,030543,0305,03,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
